Date,Year,Month,Specices,Run,Salvage1,Salvage2,OMR,TPR,HRO,Flow.Vernalis,FRE,TEMP PPT,TEMP VER
2002/2/28,2002,February,Salmon,LateFall,0,0,-7401.071429,3471.678571,4942.321429,1894.714286,,,54.10747384
2002/3/31,2002,March,Salmon,LateFall,0,0,-6492.258065,4174.83871,3892.709677,2131.419355,,,58.24175676
2002/4/30,2002,April,Salmon,LateFall,0,0,-4028.233333,2140.966667,2104.066667,2603.833333,,,63.15602241
2002/5/31,2002,May,Salmon,LateFall,0,0,-2030.645161,855.1290323,625.2258065,2798.354839,,,66.14783784
2002/6/30,2002,June,Salmon,LateFall,0,0,-5039.633333,2418.933333,2146.466667,1428.2,,,74.25408451
2002/7/31,2002,July,Salmon,LateFall,0,0,-10819.35484,4347.580645,6222.419355,1273.645161,,,77.27530529
2002/8/31,2002,August,Salmon,LateFall,0,0,-11074.23077,4329.258065,6732.709677,1149.806452,,,75.48459459
2002/9/30,2002,September,Salmon,LateFall,0,0,-8607,4277.833333,4131.333333,1161.233333,,,72.2320781
2002/10/31,2002,October,Salmon,LateFall,0,0,-4541.290323,4080.354839,1728.322581,1562.967742,,,63.29505495
2002/11/30,2002,November,Salmon,LateFall,0,0,-5820.869565,3664.466667,3143.833333,1619.2,,,56.1013947
2002/12/31,2002,December,Salmon,LateFall,202,205,-5764.193548,3327.387097,4136.451613,1950.193548,6214,,50.83980978
2003/1/31,2003,January,Salmon,LateFall,492,362,-8268.387097,4254.290323,5783.064516,1929.935484,13238.22222,,52.60458839
2003/2/28,2003,February,Salmon,LateFall,7,0,-9086.071429,4265.964286,6351.25,1921.035714,,,53.8922619
2003/3/31,2003,March,Salmon,LateFall,0,0,-8737.741935,4346.935484,6253.677419,2188.903226,,,60.55966851
2003/4/30,2003,April,Salmon,LateFall,0,0,-4513.733333,1896.033333,2546.5,2655.466667,,,61.01986014
2003/5/31,2003,May,Salmon,LateFall,0,0,-1994.870968,1462.16129,879.8709677,2691.258065,113,,67.09702703
2003/6/30,2003,June,Salmon,LateFall,0,0,-4275,4405.166667,5929.5,2229.433333,,,71.11478382
2003/7/31,2003,July,Salmon,LateFall,0,0,-4330,4192.290323,6592.387097,1481.387097,,,77.79905533
2003/8/31,2003,August,Salmon,LateFall,0,0,-4529.032258,4300.483871,6954.354839,1430.806452,,,75.98679245
2003/9/30,2003,September,Salmon,LateFall,0,0,-4518.666667,4143.866667,6718.633333,1382.466667,,,72.95784314
2003/10/31,2003,October,Salmon,LateFall,0,0,-3919.032258,4292.580645,2934.645161,1927.451613,,,65.15399188
2003/11/30,2003,November,Salmon,LateFall,0,0,-5287.931034,4316.066667,3762.1,1694.233333,,,54.57663421
2003/12/31,2003,December,Salmon,LateFall,24,72,-5681.806452,4142.677419,4204.516129,1515.37931,,,51.46005398
2004/1/31,2004,January,Salmon,LateFall,302,420,-7421.290323,4349.266667,6919.566667,1684.354839,1691.666667,,50.04414536
2004/2/29,2004,February,Salmon,LateFall,0,13,-3802.413793,3960.62069,6367.448276,2124.965517,65151.6,,53.38933718
2004/3/31,2004,March,Salmon,LateFall,0,0,-2749,4134.129032,6881.645161,3273.677419,39099.1,,61.10888291
2004/4/30,2004,April,Salmon,LateFall,0,0,-1498.238095,1952.166667,2067,2758.6,,,63.44774648
2004/5/31,2004,May,Salmon,LateFall,0,0,-2150.083871,959.3225806,732.6129032,2683.419355,,,68.31725067
2004/6/30,2004,June,Salmon,LateFall,0,0,-6276.827586,3625.866667,1597.166667,1466.1,,,72.99059334
2004/7/31,2004,July,Salmon,LateFall,0,0,-8263.548387,4366.322581,6208.032258,1146.483871,,,76.8097166
2004/8/31,2004,August,Salmon,LateFall,0,0,-4668.387097,4429.709677,6593.096774,1136.645161,,,76.33346829
2004/9/30,2004,September,Salmon,LateFall,0,0,-5040,4384.933333,5030.133333,1125.1,,,71.54614306
2004/10/31,2004,October,Salmon,LateFall,0,0,-5577.096774,4355.709677,2764.870968,1768.290323,,,63.71629834
2004/11/30,2004,November,Salmon,LateFall,0,0,-5735,4290.033333,3826.033333,1622.933333,,,54.81509168
2004/12/31,2004,December,Salmon,LateFall,21,36,-5189.032258,3793.645161,4284.354839,1567.483871,,,49.95477793
2005/1/31,2005,January,Salmon,LateFall,126,132,-7696.774194,4077.322581,7783.16129,5011.16129,,,49.31214575
2005/2/28,2005,February,Salmon,LateFall,3,0,-5079.071429,3888.75,4987,5373.25,,,54.54910448
2005/3/31,2005,March,Salmon,LateFall,0,0,-1725.032258,3376.548387,3620.516129,7547.387097,,,57.11967655
2005/4/30,2005,April,Salmon,LateFall,0,0,-286.1666667,2117.466667,3759.5,9974.233333,,,57.12164804
2005/5/31,2005,May,Salmon,LateFall,0,0,1710.129032,1076.233333,1866.4,10466.74194,21322.5,,61.05215633
2005/6/30,2005,June,Salmon,LateFall,0,0,-2624.433333,4167,5492.666667,10316.93333,,,65.62795549
2005/7/31,2005,July,Salmon,LateFall,0,0,-7412.258065,4374.258065,7121.129032,4741.806452,,,72.59015048
2005/8/31,2005,August,Salmon,LateFall,0,0,-4289.032258,4408.16129,7057.354839,2769.225806,,,74.3477551
2005/9/30,2005,September,Salmon,LateFall,0,0,-8404.4,4361.633333,7117.9,2297.733333,,,70.16555091
2005/10/31,2005,October,Salmon,LateFall,0,0,-10124.83871,4335.290323,6315.580645,2362.866667,,,63.68484438
2005/11/30,2005,November,Salmon,LateFall,0,0,-8316.333333,4279.033333,5262.1,2027.862069,,,56.15855355
2005/12/31,2005,December,Salmon,LateFall,105,36,-8057.419355,4267.645161,6520.903226,3515.935484,53742.14286,,51.49959677
2006/1/31,2006,January,Salmon,LateFall,7,0,-333.0357143,3910.709677,3203.580645,13192.90323,78763.31818,,50.81372283
2006/2/28,2006,February,Salmon,LateFall,0,0,-4718.142857,4313.785714,4832.857143,6494,11745.25,,52.16512668
2006/3/31,2006,March,Salmon,LateFall,0,0,551.3935484,3256.193548,2727.354839,11759.83871,35220.33333,,52.50960758
2006/4/30,2006,April,Salmon,LateFall,0,0,12837,814.7333333,2721.666667,28148.86667,56452.86667,55.48022284,57.8599162
2006/5/31,2006,May,Salmon,LateFall,0,0,11486.12903,1799.548387,1904.419355,26699.3871,12286.6,64.92262873,64.03929539
2006/6/30,2006,June,Salmon,LateFall,0,0,1300.5,3356.566667,3637.633333,16067.26667,,71.54957865,68.52903226
2006/7/31,2006,July,Salmon,LateFall,0,0,-5785.16129,4395.483871,6829.83871,5811.928571,,75.5129927,73.8171159
2006/8/31,2006,August,Salmon,LateFall,0,0,-9957.419355,4393.258065,7104.129032,3663.258065,,70.97055118,71.19798116
2006/9/30,2006,September,Salmon,LateFall,0,0,-9829.666667,4370.633333,7075.033333,3058.166667,,69.50339463,67.39437412
2006/10/31,2006,October,Salmon,LateFall,0,0,-7854.193548,4308.064516,6068.064516,3648.354839,,63.29183673,60.1051144
2006/11/30,2006,November,Salmon,LateFall,0,0,-7113.666667,4026.766667,5383.766667,2501.464286,,57.67596567,56.23488045
2006/12/31,2006,December,Salmon,LateFall,4,24,-8007.419355,4133.032258,6539.419355,2328.967742,,49.49351351,49.28625337
2007/1/31,2007,January,Salmon,LateFall,0,12,-5045.935484,4344.774194,3445.451613,2448.096774,,45.06027211,46.7628533
2007/2/28,2007,February,Salmon,LateFall,0,0,-4075.964286,4360.714286,2495.285714,2500.5,,51.02136364,53.35151057
2007/3/31,2007,March,Salmon,LateFall,0,0,-4585.967742,4015.741935,2977.548387,2507.068966,,57.60874832,60.05673854
2007/4/30,2007,April,Salmon,LateFall,0,0,-3618.433333,2723.733333,2031.133333,2512.066667,,61.84446023,62.81169916
2007/5/31,2007,May,Salmon,LateFall,0,0,-1297.032258,841.4193548,480.9354839,3009.774194,,67.37916667,65.60795148
2007/6/30,2007,June,Salmon,LateFall,0,0,-2434.1,2473.333333,364.9333333,1873.633333,,71.20130624,71.44740533
2007/7/31,2007,July,Salmon,LateFall,0,0,-10425.48387,4382.612903,6485.387097,1007.451613,,73.01409214,76.99161028
2007/8/31,2007,August,Salmon,LateFall,0,0,-10172.58065,4421.322581,6739.774194,1006.451613,,72.86436314,76.7879567
2007/9/30,2007,September,Salmon,LateFall,0,0,-8890.333333,4326.766667,5273.5,1013.1,,70.08039216,71.72891061
2007/10/31,2007,October,Salmon,LateFall,0,0,-6574.83871,4254.709677,3123.83871,1538.741935,,62.97767123,63.10780619
2007/11/30,2007,November,Salmon,LateFall,0,0,-5033.4,3487.266667,2886.066667,1657,,58.79786629,56.9027933
2007/12/31,2007,December,Salmon,LateFall,0,36,-5080.645161,3272.741935,3270.064516,1431.806452,,48.98630137,48.55337838
2008/1/31,2008,January,Salmon,LateFall,26,52,-3702.258065,3011.354839,2941.032258,2291.192308,,46.14422043,48.23283984
2008/2/29,2008,February,Salmon,LateFall,8,8,-4223.172414,3169,3411.862069,2315.214286,,49.11587302,52.2057554
2008/3/31,2008,March,Salmon,LateFall,0,0,-2143.714286,1780.096774,1560.451613,2164.516129,,56.48733154,58.65067385
2008/4/30,2008,April,Salmon,LateFall,0,0,-3969.37931,1076.3,1228.7,2368.233333,,60.82486111,60.81265647
2008/5/31,2008,May,Salmon,LateFall,0,0,-1750.733333,888.7419355,769.2903226,2750.193548,,66.49516129,65.65739247
2008/6/30,2008,June,Salmon,LateFall,0,0,-1509.548387,930.8333333,752.7666667,1154.551724,,70.25375,73.32458333
2008/7/31,2008,July,Salmon,LateFall,0,0,-2612.8,3476.354839,2180.387097,896.0322581,,72.45951417,76.76756393
2008/8/31,2008,August,Salmon,LateFall,0,0,-3888.387097,3539.354839,1758.709677,865.1935484,,74.28778626,77.27432432
2008/9/30,2008,September,Salmon,LateFall,0,0,-4832.571429,3939.533333,990.4666667,800.6666667,,,72.98930556
2008/10/31,2008,October,Salmon,LateFall,0,0,-4517.774194,3767.419355,522.8387097,1005.612903,,,63.38198925
2008/11/30,2008,November,Salmon,LateFall,0,0,243.1333333,2931.166667,2066.2,1087.466667,,,57.44666667
2008/12/31,2008,December,Salmon,LateFall,0,0,7.129032258,1355.548387,1350.16129,1192.064516,,,49
2009/1/31,2009,January,Salmon,LateFall,0,0,-4693,2072.290323,2394.774194,1150.83871,,48.96190476,49.64932796
2009/2/28,2009,February,Salmon,LateFall,0,0,-4363.387097,1912.357143,1978,1500.678571,,,53.91770833
2009/3/31,2009,March,Salmon,LateFall,0,0,-4043.464286,2863.258065,2820,1488.935484,,,59.60188679
2009/4/30,2009,April,Salmon,LateFall,0,0,63.74193548,1407.1,1324.3,1540.4,,,62.14561892
2009/5/31,2009,May,Salmon,LateFall,0,0,7772.533333,1039.774194,985.9354839,2184.548387,,,67.14516129
2009/6/30,2009,June,Salmon,LateFall,0,0,3121.16129,1309.966667,510.9333333,1301.3,,,71.69361111
2009/7/31,2009,July,Salmon,LateFall,0,0,-3872.3,3909.741935,6220,705.0967742,,,76.86877524
2009/8/31,2009,August,Salmon,LateFall,0,0,-4755.037037,4114.193548,4030.096774,598.9354839,,,76.02647849
2009/9/30,2009,September,Salmon,LateFall,0,0,-2981.655172,4093.933333,2441.466667,883.8333333,,,71.59194444
2009/10/31,2009,October,Salmon,LateFall,0,0,-2300.83871,3949.16129,2009.774194,1803.451613,,,61.58494624
2009/11/30,2009,November,Salmon,LateFall,0,0,-2092.9,2833.4,1505.6,1357.433333,,,54.48194444
2009/12/31,2009,December,Salmon,LateFall,0,4,-3184.580645,2165.580645,3345.935484,1316.032258,,,49.01653226
2010/1/31,2010,January,Salmon,LateFall,20,32,-3832.2,1603.451613,4019.580645,2065.935484,3654.5,48.92259508,50.61776581
2010/2/28,2010,February,Salmon,LateFall,6,0,-995,3748.892857,3022.285714,2532.714286,,52.6819403,54.72008929
2010/3/31,2010,March,Salmon,LateFall,0,0,-2398.709677,3323.677419,3653.354839,2998.322581,,55.98301887,58.89660326
2010/4/30,2010,April,Salmon,LateFall,0,0,-2343.285714,811.9666667,684.5,4353.7,,59.82375,59.4875
2010/5/31,2010,May,Salmon,LateFall,0,0,-4036,1238.967742,974.2580645,4889.16129,,63.46572581,60.59744624
2010/6/30,2010,June,Salmon,LateFall,0,0,-786.4666667,3101.066667,3310.866667,3894.033333,,69.76138889,66.32071307
2010/7/31,2010,July,Salmon,LateFall,0,0,-1162.225806,4126.096774,5340.096774,1852.483871,,72.13803763,74.4905303
2010/8/31,2010,August,Salmon,LateFall,0,0,-2730.5,4137.322581,6679.129032,1143.322581,,71.2319407,75.23838798
2010/9/30,2010,September,Salmon,LateFall,0,0,-1830.357143,4075.533333,6327.666667,1713.4,,70.41236111,71.48791667
2010/10/31,2010,October,Salmon,LateFall,0,4,-3777.096774,4117.064516,5110.935484,2320.903226,,66.14145357,64.54610215
2010/11/30,2010,November,Salmon,LateFall,0,4,-3791,4106.366667,4965.5,1900.733333,,57.24242003,55.17638889
2010/12/31,2010,December,Salmon,LateFall,433,371,-1836.451613,4050.741935,6842.935484,6974.129032,4193.6,51.22715054,52.075
2011/1/31,2011,January,Salmon,LateFall,72,5,-1772,3955,6750.483871,12014.16129,963,47.97473118,48.69905914
2011/2/28,2011,February,Salmon,LateFall,0,0,-5635.483871,3029,5919.285714,8697.892857,,50.11354167,50.32604167
2011/3/31,2011,March,Salmon,LateFall,0,0,-4500.322581,2980.225806,3442.064516,12972.58065,64466.07143,53.26315789,53.55525606
2011/4/30,2011,April,Salmon,LateFall,0,0,-4260.714286,2210.7,3883.266667,25690.53333,29934.2,60.72416667,59.15472222
2011/5/31,2011,May,Salmon,LateFall,0,0,-2804.83871,1659.967742,1629.774194,12942.3871,,63.29932796,60.67620968
2011/6/30,2011,June,Salmon,LateFall,0,0,-1750,3462.166667,6214.1,10528.83333,,67.73666667,63.33708333
2011/7/31,2011,July,Salmon,LateFall,0,0,-1357.741935,4176.774194,7027.419355,8663.677419,,72.98679245,68.02647849
2011/8/31,2011,August,Salmon,LateFall,0,0,-1585,4156.322581,7145.064516,5398.419355,,73.20725806,65.27244624
2011/9/30,2011,September,Salmon,LateFall,0,0,-2248.709677,4133.166667,7104.033333,4330.9,,71.66293706,65.77430556
2011/10/31,2011,October,Salmon,LateFall,0,0,-3628.064516,3990.451613,6566.677419,4668.225806,,65.34682861,60.4280914
2011/11/30,2011,November,Salmon,LateFall,0,0,-4210.344828,3327.133333,3464.366667,2406.233333,,55.98609179,54.31180556
2011/12/31,2011,December,Salmon,LateFall,0,14.7,-4514.516129,3894.548387,5177.129032,1694.419355,,48.31547779,47.22306649
2012/1/31,2012,January,Salmon,LateFall,0,29.5,-2082.333333,2280.225806,3703.83871,1821.709677,,47.67204301,49.03884409
2012/2/29,2012,February,Salmon,LateFall,0,0,-2452.258065,1895.206897,1804.862069,1587.275862,,51.84388489,53.58635057
2012/3/31,2012,March,Salmon,LateFall,0,0,-4235.833333,1878.483871,1461.387097,1593.533333,,54.45592992,57.64021739
2012/4/30,2012,April,Salmon,LateFall,0,0,-7657.741935,922.2333333,1336.766667,2483.533333,,60.52263889,60.93
2012/5/31,2012,May,Salmon,LateFall,0,0,-4364.516129,1452.096774,1632,2951.709677,,67.73830645,64.88225806
2012/6/30,2012,June,Salmon,LateFall,0,0,5367.857143,2049.033333,1488.333333,1443.033333,,70.62111111,69.62089136
2012/7/31,2012,July,Salmon,LateFall,0,0,12889.03226,4083.129032,5658.935484,882.1290323,,72.90188172,75.743377
2012/8/31,2012,August,Salmon,LateFall,0,0,7550,4352.032258,6170.83871,772.2258065,,72.64091521,76.75416667
2012/9/30,2012,September,Salmon,LateFall,0,0,3623.870968,4108.1,4838.266667,946,,70.17222222,72.37872045
2012/10/31,2012,October,Salmon,LateFall,0,0,-4261,3921.935484,3692.483871,1769.387097,,65.87607527,63.97956989
2012/11/30,2012,November,Salmon,LateFall,0,0,-7054.193548,3929.866667,3006.766667,1275.4,,59.20833333,57.01305556
2012/12/31,2012,December,Salmon,LateFall,663,182.3,-4983.225806,2926.677419,4232.516129,1925.193548,10962.85714,51.94535666,51.18037634
2013/1/31,2013,January,Salmon,LateFall,10,11,-2767.5,1646.225806,2642.064516,1818.16129,,45.74798387,47.47674731
2013/2/28,2013,February,Salmon,LateFall,0,0,-4460.967742,2600.642857,1737.571429,2305.928571,,50.4985119,51.6735119
2013/3/31,2013,March,Salmon,LateFall,0,0,-672,2459.129032,2567.129032,1574.774194,,57.51497976,60.55283019
2013/4/30,2013,April,Salmon,LateFall,0,0,-510.3225806,454.7,1299.533333,2192.733333,,63.09722222,64.24416667
2013/5/31,2013,May,Salmon,LateFall,0,0,-3590.666667,1037.387097,891.0645161,2324.16129,,68.45268817,65.21825726
2013/6/30,2013,June,Salmon,LateFall,0,0,-6711.935484,781.5666667,1897.266667,752.7333333,,71.01070932,75.05980529
2013/7/31,2013,July,Salmon,LateFall,0,0,-4955.806452,3658.096774,5133.83871,576.8064516,,74.67665317,78.70552561
2013/8/31,2013,August,Salmon,LateFall,0,0,-3993.928571,3804.129032,5787.677419,524.7419355,,72.42355316,76.21370968
2013/9/30,2013,September,Salmon,LateFall,0,0,287.7419355,3290.9,3281.466667,833.1666667,,71.00041725,71.50388889
2013/10/31,2013,October,Salmon,LateFall,0,0,2350.333333,2273.354839,1150.322581,1322.206897,,64.22637954,61.89878869
2013/11/30,2013,November,Salmon,LateFall,0,0,1512,1739.933333,1928.266667,1144.32,,57.31944444,55.04617524
2013/12/31,2013,December,Salmon,LateFall,0,0,,983.2258065,1638.032258,1014.064516,,48.01061828,46.59556452
2014/1/31,2014,January,Salmon,LateFall,0,0,,435.4516129,1046.483871,856.0322581,,48.91305518,49.96303763
2014/2/28,2014,February,Salmon,LateFall,0,0,,1292.107143,1234.535714,821.8928571,,53.69716841,55.80104478
2014/3/31,2014,March,Salmon,LateFall,0,0,,2206.032258,2016.645161,843.9354839,,59.4388664,61.32176471
2014/4/30,2014,April,Salmon,LateFall,0,0,,3030.966667,593.7333333,1769.733333,,63.88305556,63.55819444
2014/5/31,2014,May,Salmon,LateFall,0,0,,1014.903226,261,1527.612903,,68.73239247,64.52876344
2014/6/30,2014,June,Salmon,LateFall,0,0,,249.3,538.2,318.8214286,,73.45125348,75.14736111
2014/7/31,2014,July,Salmon,LateFall,0,0,,608.2258065,1109.290323,253.5483871,,74.67244624,78.63655914
2014/8/31,2014,August,Salmon,LateFall,0,0,,539.9354839,1609.354839,306.7741935,,74.78803763,76.83790323
2014/9/30,2014,September,Salmon,LateFall,0,0,,1378.3,1984.266667,409.8,,72.67819444,73.78111111
2014/10/31,2014,October,Salmon,LateFall,0,0,,717.7096774,351.7419355,624.4827586,,68.92847503,66
2014/11/30,2014,November,Salmon,LateFall,0,0,,814.1666667,2090.1,983.1666667,,60.50041725,57.71
2014/12/31,2014,December,Salmon,LateFall,70,60,,2215.032258,4226.83871,1281.677419,,54.77267833,54.32137097
2015/1/31,2015,January,Salmon,LateFall,0,12,,1251.548387,3876.83871,921.4193548,,49.22153432,50.94018817
2015/2/28,2015,February,Salmon,LateFall,0,0,,1000.821429,3976.714286,885.4615385,,55.47623318,57.74077381
2015/3/31,2015,March,Salmon,LateFall,0,0,,1698.096774,1177.741935,636.0967742,,61.61621622,63.1032345
2015/4/30,2015,April,Salmon,LateFall,0,0,,943.1,508.8,845.4666667,,63.74289733,64.30736111
2015/5/31,2015,May,Salmon,LateFall,0,0,,319.2258065,500.516129,398.7741935,,67.62787551,71.23508065
2015/6/30,2015,June,Salmon,LateFall,,,,362.4333333,295.6,189.6666667,,72.89986034,77.93180556
2015/7/31,2015,July,Salmon,LateFall,,,,306.1935484,275.483871,130.7419355,,75.00432432,78.57303523
2015/8/31,2015,August,Salmon,LateFall,,,,524.9354839,699.5483871,165.483871,,73.89099462,76.93571429
2015/9/30,2015,September,Salmon,LateFall,,,,1370.466667,734.9333333,243.5,,72.85334262,72.44916667
2015/10/31,2015,October,Salmon,LateFall,,,,1044.774194,246.0967742,613.3225806,,69.2811828,67.50995962
2015/11/30,2015,November,Salmon,LateFall,,,,1501.066667,674.7,938.9333333,,58.14436718,54.35438108
2015/12/31,2015,December,Salmon,LateFall,,,,1110.387097,1244.16129,754,,49.89536153,48.61965007
2016/1/31,2016,January,Salmon,LateFall,,,,2353.064516,2220.741935,1612.193548,,49.29300135,50.91307278
2016/2/29,2016,February,Salmon,LateFall,,,,2892.206897,2138.827586,1042.758621,,54.24884726,56.86604317
2016/3/31,2016,March,Salmon,LateFall,,,,3094.387097,2633.16129,2038.806452,22930.41667,58.19836957,62.43423181
2016/4/30,2016,April,Salmon,LateFall,,,,994.6,731.2333333,1761.3,,64.08114525,64.54777778
2016/5/31,2016,May,Salmon,LateFall,,,,1074.354839,919.5806452,1861.806452,,67.44341398,64.17631225
2016/6/30,2016,June,Salmon,LateFall,,,,1075.333333,3228.366667,591.5333333,,72.66290098,73.90611111
2016/7/31,2016,July,Salmon,LateFall,,,,962.8709677,5875.290323,290.9677419,,74.53401361,78.27096774
2016/8/31,2016,August,Salmon,LateFall,,,,2623.903226,6936.870968,244.4,,72.8397039,76.88371467
2016/9/30,2016,September,Salmon,LateFall,,,,3820.1,5489.966667,274.2666667,,70.02239221,72.51375
2016/10/31,2016,October,Salmon,LateFall,,,,3811.903226,2856.516129,1223.677419,,64.72638701,63.9188172
2016/11/30,2016,November,Salmon,LateFall,,,,2669.7,4872.066667,1147.066667,,60.20925666,58.68027778
2016/12/31,2016,December,Salmon,LateFall,,,,3540.258065,4903.774194,1064.032258,18104.75,50.01253369,49.55854643
2017/1/31,2017,January,Salmon,LateFall,,,,3771.419355,7741.774194,13831.93548,62456.86957,48.90337838,50.07106326
2017/2/28,2017,February,Salmon,LateFall,,,,3982.392857,7327.285714,29723.77778,113412.7778,53.17306548,53.29836066
2017/3/31,2017,March,Salmon,LateFall,,,,3678.870968,891.3225806,29389.41935,27209.96,57.53215259,56.58921833
2017/4/30,2017,April,Salmon,LateFall,,,,3945.066667,1413.133333,23651.2,26335.04545,59.8559322,58.14763889
2017/5/31,2017,May,Salmon,LateFall,,,,2424,4074.387097,19413.12903,8843.333333,65.53126685,60.90201613
2017/6/30,2017,June,Salmon,LateFall,,,,4384.3,6594.8,14262.3,,70.60668524,65.77955494
2017/7/31,2017,July,Salmon,LateFall,,,,4245.419355,6555.83871,8878.806452,,75.37884615,67.31135135
2017/8/31,2017,August,Salmon,LateFall,,,,4354.032258,7101.096774,5238.83871,,74.37625509,65.72037787
2017/9/30,2017,September,Salmon,LateFall,,,,4061.266667,5478.433333,3251.6,,71.57399166,67.35125
2017/10/31,2017,October,Salmon,LateFall,,,,4362.483871,1416.225806,2723.580645,,63.3936228,60.78469539
2017/11/30,2017,November,Salmon,LateFall,,,,3067.1,4339.733333,2038,,59.05688456,56.61902778
2017/12/31,2017,December,Salmon,LateFall,,,,4057.645161,4199.032258,2056.935484,,51.02368775,49.06971736
2018/1/31,2018,January,Salmon,LateFall,,,,3331.258065,3015.258065,2264.548387,,50.46576819,52.46890983
2018/2/28,2018,February,Salmon,LateFall,,,,1833.607143,2054.678571,2145.75,,52.67759398,53.13785395
2018/3/31,2018,March,Salmon,LateFall,,,,2735.258065,3672.16129,3491.83871,,54.29547945,57.38638814
2018/4/30,2018,April,Salmon,LateFall,,,,1908.266667,1801.733333,6852.9,6416.25,61.94915254,60.17597222
2018/5/31,2018,May,Salmon,LateFall,,,,1660.612903,826.2903226,5218.419355,,67.26175676,61.37876344
2018/6/30,2018,June,Salmon,LateFall,,,,2706.566667,778.2333333,1582.1,,72.63036212,70.05869263
2018/7/31,2018,July,Salmon,LateFall,,,,3859.290323,1621.741935,711.9677419,,74.73640054,79.36408163
2018/8/31,2018,August,Salmon,LateFall,,,,4244.193548,5750.677419,592.3225806,,73.00040872,76.32220727
2018/9/30,2018,September,Salmon,LateFall,,,,4046.266667,5909,931.8333333,,70.03537604,71.76763889
2018/10/31,2018,October,Salmon,LateFall,,,,4067.806452,3645.193548,1846.612903,,65.41695828,63.92352151
2018/11/30,2018,November,Salmon,LateFall,,,,2521.533333,1319.433333,1562.7,,57.55006974,54.52541667
2018/12/31,2018,December,Salmon,LateFall,,,,3905.645161,3665.258065,1386.612903,,52.29676985,52.11370968
2019/1/31,2019,January,Salmon,LateFall,,,,3575.516129,2380.677419,1543.806452,0.5,49.91626344,51.83391655
2019/2/28,2019,February,Salmon,LateFall,,,,3818.5,4557.464286,8670.642857,30436.44444,50.5515015,54.73125
2019/3/31,2019,March,Salmon,LateFall,,,,2185.83871,5451.290323,15684.90323,40457.72,54.98218623,53.76442049
2019/4/30,2019,April,Salmon,LateFall,,,,1613.2,1342.7,11543.3,17851.6,61.58267606,61.97357143
2019/5/31,2019,May,Salmon,LateFall,,,,854.4444444,1026.555556,8319.888889,,65.66124567,72.25086505
1993/1/31,1993,January,Salmon,Fall,18,0,-8014.193548,,7560.096774,,,,
1993/2/28,1993,February,Salmon,Fall,80,0,-5939.714286,,5191.964286,,,,
1993/3/31,1993,March,Salmon,Fall,8,72,-3668.193548,,1943.612903,,,,
1993/4/30,1993,April,Salmon,Fall,529,2916,-3201.533333,,2793.333333,,,,
1993/5/31,1993,May,Salmon,Fall,1623,8292,-835.5806452,,1672.129032,,,,
1993/6/30,1993,June,Salmon,Fall,724,948,-2923.533333,,1990.666667,,,,
1993/7/31,1993,July,Salmon,Fall,8,0,-7321.612903,,4092.612903,,,,
1993/8/31,1993,August,Salmon,Fall,64,0,-8738.709677,,6172.064516,,,,
1993/9/30,1993,September,Salmon,Fall,0,0,-8287.333333,,6372.7,,,,
1993/10/31,1993,October,Salmon,Fall,14,0,-7877.741935,,6486.741935,,,,
1993/11/30,1993,November,Salmon,Fall,17,444,-3416.666667,,2583.5,,,,
1993/12/31,1993,December,Salmon,Fall,162,414,-4882.903226,4033,6268.096774,,,,
1994/1/31,1994,January,Salmon,Fall,2,12,-2336.451613,2277.064516,3457.16129,,,,
1994/2/28,1994,February,Salmon,Fall,0,12,-2307.857143,3869.607143,1924.64,,,,
1994/3/31,1994,March,Salmon,Fall,0,0,-1543.580645,2267.870968,1871.419355,,,,
1994/4/30,1994,April,Salmon,Fall,44,673,-979.8666667,1558.5,316.8,,,,
1994/5/31,1994,May,Salmon,Fall,1580,444,-1012.870968,1123.16129,703.1612903,,,,
1994/6/30,1994,June,Salmon,Fall,19,36,-1095.633333,1327.966667,319.3666667,,,,
1994/7/31,1994,July,Salmon,Fall,0,0,-2730.451613,2511.83871,1605.354839,,,,
1994/8/31,1994,August,Salmon,Fall,0,0,-5324.516129,2439.83871,3493.225806,,,,
1994/9/30,1994,September,Salmon,Fall,0,0,-3923.266667,3540.6,3692.766667,,,,
1994/10/31,1994,October,Salmon,Fall,0,12,-2512.645161,2479.741935,2769.548387,,,,
1994/11/30,1994,November,Salmon,Fall,4,0,-5004,2757.433333,3885.6,,,,
1994/12/31,1994,December,Salmon,Fall,113,534,-4507.935484,3444.851852,3848.64,,,,
1995/1/31,1995,January,Salmon,Fall,1254,720,-7492.903226,,7374.551724,,,,
1995/2/28,1995,February,Salmon,Fall,1237,600,-4271.607143,,5165.428571,,,,
1995/3/31,1995,March,Salmon,Fall,8,288,5115.903226,,452.6551724,,,,
1995/4/30,1995,April,Salmon,Fall,0,2076,6954.333333,,141.962963,,,,
1995/5/31,1995,May,Salmon,Fall,1533,12057,7361.290323,,1253.193548,23041.72727,,,
1995/6/30,1995,June,Salmon,Fall,6593,18408,-241.0633333,,3345.448276,14314.7931,,,
1995/7/31,1995,July,Salmon,Fall,184,996,-3312.806452,,5908.37931,11612.54167,,,
1995/8/31,1995,August,Salmon,Fall,12,0,-3960.322581,,4727.703704,4577.2,,,
1995/9/30,1995,September,Salmon,Fall,0,0,-3736.466667,,2923,4807.15,,,
1995/10/31,1995,October,Salmon,Fall,0,144,-3834.806452,,2954.967742,5674.133333,,,
